location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1958,1958-04-07,97
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1958,1958-04-07,97
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1960,1960-03-30,90
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1960,1960-03-30,90
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1962,1962-04-10,100
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1962,1962-04-10,100
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1963,1963-04-04,94
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1963,1963-04-04,94
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1964,1964-04-09,100
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1964,1964-04-09,100
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1965,1965-04-13,103
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1965,1965-04-13,103
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1966,1966-03-31,90
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1966,1966-03-31,90
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1967,1967-03-31,90
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1967,1967-03-31,90
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1968,1968-04-02,93
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1968,1968-04-02,93
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1969,1969-04-11,101
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1969,1969-04-11,101
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1970,1970-04-09,99
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1970,1970-04-09,99
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1971,1971-04-04,94
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1971,1971-04-04,94
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1972,1972-04-05,96
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1972,1972-04-05,96
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1973,1973-04-07,97
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1973,1973-04-07,97
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1974,1974-04-05,95
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1974,1974-04-05,95
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1975,1975-04-05,95
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1975,1975-04-05,95
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1976,1976-04-02,93
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1976,1976-04-02,93
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1977,1977-03-26,85
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1977,1977-03-26,85
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1978,1978-04-12,102
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1978,1978-04-12,102
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1979,1979-04-08,98
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1979,1979-04-08,98
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1980,1980-04-07,98
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1980,1980-04-07,98
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1981,1981-04-01,91
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1981,1981-04-01,91
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1982,1982-04-02,92
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1982,1982-04-02,92
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1983,1983-04-07,97
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1983,1983-04-07,97
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1984,1984-04-09,100
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1984,1984-04-09,100
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1985,1985-04-05,95
Japan/Shionomisaki,33.4502777777778,135.757222222222,67.53,1985,1985-04-05,95
